rung,fold,lambda,lambda_label,is_selected,block,design_columns,block_l2_norm,block_l2_norm_per_column
B4,1,0.029999999999999999,lam=0.03,False,phase1_backbone,88,5.0037035813343689,0.53339659398581041
B4,1,0.029999999999999999,lam=0.03,False,C_context,20,2.2499940210807838,0.50311395801047276
B4,1,0.029999999999999999,lam=0.03,False,X_prior_composite,9,0,0
B4,1,0.10000000000000001,lam=0.1,False,phase1_backbone,88,4.3064222904815885,0.45906615863022165
B4,1,0.10000000000000001,lam=0.1,False,C_context,20,1.746851521515163,0.39060787487068405
B4,1,0.10000000000000001,lam=0.1,False,X_prior_composite,9,0,0
B4,1,0.29999999999999999,lam=0.3,False,phase1_backbone,88,3.4221629955755821,0.36480380107118787
B4,1,0.29999999999999999,lam=0.3,False,C_context,20,1.1924480401436677,0.26663948773976387
B4,1,0.29999999999999999,lam=0.3,False,X_prior_composite,9,0,0
B4,1,1,lam=1,False,phase1_backbone,88,2.4435083472447512,0.26047886502674733
B4,1,1,lam=1,False,C_context,20,0.80317191673558863,0.17959470034395772
B4,1,1,lam=1,False,X_prior_composite,9,0,0
B4,1,3,lam=3,False,phase1_backbone,88,1.6856137024577331,0.17968702443141074
B4,1,3,lam=3,False,C_context,20,0.65529999722443666,0.14652953394492638
B4,1,3,lam=3,False,X_prior_composite,9,0,0
B4,1,10,lam=10,False,phase1_backbone,88,1.0557527401453968,0.1125436202466986
B4,1,10,lam=10,False,C_context,20,0.53905646000639507,0.1205366888284696
B4,1,10,lam=10,False,X_prior_composite,9,0,0
B4,1,30,lam=30,False,phase1_backbone,88,0.66148098143829881,0.070514109549128776
B4,1,30,lam=30,False,C_context,20,0.41390259173224137,0.092551433117663409
B4,1,30,lam=30,False,X_prior_composite,9,0,0
B4,1,100,lam=100,True,phase1_backbone,88,0.38266412866532351,0.040792133177521228
B4,1,100,lam=100,True,C_context,20,0.26379012957614945,0.058985266152574795
B4,1,100,lam=100,True,X_prior_composite,9,0,0
B4,2,0.01,lam=0.01,False,phase1_backbone,88,4.3185191239043421,0.46035568540590444
B4,2,0.01,lam=0.01,False,C_context,20,0.90336668442930501,0.20199893149925266
B4,2,0.01,lam=0.01,False,X_prior_composite,9,2.6343597223687749,0.87811990745625834
B4,2,0.029999999999999999,lam=0.03,False,phase1_backbone,88,4.1910036376633553,0.44676248889939824
B4,2,0.029999999999999999,lam=0.03,False,C_context,20,0.88841428626244068,0.19865547362647748
B4,2,0.029999999999999999,lam=0.03,False,X_prior_composite,9,2.5768826718110009,0.85896089060366698
B4,2,0.10000000000000001,lam=0.1,False,phase1_backbone,88,3.8470991248816477,0.41010214465790462
B4,2,0.10000000000000001,lam=0.1,False,C_context,20,0.8470217463120755,0.18939982031743824
B4,2,0.10000000000000001,lam=0.1,False,X_prior_composite,9,2.3986616316180314,0.79955387720601045
B4,2,0.29999999999999999,lam=0.3,False,phase1_backbone,88,3.2776951763957394,0.34940347980145026
